Timestamp,Container_ID,Cargo_Type,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_Level,Distance_Remaining_km,Spoilage_Risk,Recommended_Action,Alert_Status
2026-08-09 09:25:55.770579,CONT_003,Dairy,Bengaluru,Pune,1.77,70.74,0.073,712.88,Medium,Check Cooling System,Warning
2026-08-09 09:25:56.777552,CONT_004,Fruits,Nagpur,Delhi,4.07,75.76,0.066,352.46,Medium,Check Cooling System,Warning
2026-08-09 09:25:57.786587,CONT_004,Fruits,Nagpur,Delhi,6.47,77.29,0.094,1225.55,High,Immediate Inspection,Critical
2026-08-09 09:25:58.794853,CONT_003,Dairy,Bengaluru,Pune,2.11,70.87,0.048,492.26,Low,Continue Monitoring,Normal
2026-08-09 09:25:59.806435,CONT_001,Vaccines,Hyderabad,Chennai,5.92,79.41,0.034,401.1,Medium,Check Cooling System,Warning
2026-08-09 09:26:00.813288,CONT_003,Dairy,Bengaluru,Pune,1.12,82.55,0.053,684.12,Medium,Check Cooling System,Warning
2026-08-09 09:26:01.819341,CONT_002,Seafood,Vizag,Mumbai,1.94,73.04,0.019,891.65,Low,Continue Monitoring,Normal
2026-08-09 09:26:02.831701,CONT_002,Seafood,Vizag,Mumbai,-1.02,88.46,0.059,98.19,Medium,Check Cooling System,Warning
2026-08-09 09:26:03.839932,CONT_002,Seafood,Vizag,Mumbai,1.55,88.01,0.016,1215.58,Low,Continue Monitoring,Normal
2026-08-09 09:26:04.849703,CONT_001,Vaccines,Hyderabad,Chennai,5.07,70.13,0.086,429.8,High,Immediate Inspection,Critical
2026-08-09 09:26:05.856167,CONT_002,Seafood,Vizag,Mumbai,1.3,70.87,0.059,552.23,Medium,Check Cooling System,Warning
2026-08-09 09:26:06.865138,CONT_002,Seafood,Vizag,Mumbai,3.74,88.73,0.023,1196.56,Low,Continue Monitoring,Normal
2026-08-09 09:26:07.875304,CONT_002,Seafood,Vizag,Mumbai,-0.76,68.83,0.021,1161.34,Low,Continue Monitoring,Normal
2026-08-09 09:26:08.883829,CONT_003,Dairy,Bengaluru,Pune,3.03,61.37,0.037,84.91,Low,Continue Monitoring,Normal
2026-08-09 09:26:09.892552,CONT_002,Seafood,Vizag,Mumbai,3.61,88.92,0.094,1338.52,High,Immediate Inspection,Critical
2026-08-09 09:26:10.895571,CONT_001,Vaccines,Hyderabad,Chennai,4.15,87.55,0.056,180.58,Medium,Check Cooling System,Warning
2026-08-09 09:26:11.909838,CONT_003,Dairy,Bengaluru,Pune,4.83,73.85,0.077,769.08,Medium,Check Cooling System,Warning
2026-08-09 09:26:12.916806,CONT_001,Vaccines,Hyderabad,Chennai,2.55,69.76,0.049,1361.42,Low,Continue Monitoring,Normal
2026-08-09 09:26:13.923852,CONT_004,Fruits,Nagpur,Delhi,8.63,61.06,0.048,1437.77,High,Immediate Inspection,Critical
2026-08-09 09:26:14.934852,CONT_001,Vaccines,Hyderabad,Chennai,6.24,83.19,0.068,888.56,Medium,Check Cooling System,Warning
2026-08-09 09:26:15.942029,CONT_003,Dairy,Bengaluru,Pune,4.04,79.44,0.017,1435.09,Low,Continue Monitoring,Normal
2026-08-09 09:26:16.947181,CONT_003,Dairy,Bengaluru,Pune,4.65,71.91,0.052,919.12,Medium,Check Cooling System,Warning
2026-08-09 09:26:17.957697,CONT_001,Vaccines,Hyderabad,Chennai,7.72,77.62,0.076,92.49,Medium,Check Cooling System,Warning
2026-08-09 09:26:18.966314,CONT_001,Vaccines,Hyderabad,Chennai,5.96,73.34,0.041,417.02,Medium,Check Cooling System,Warning
2026-08-09 09:26:19.973247,CONT_001,Vaccines,Hyderabad,Chennai,3.06,66.67,0.019,756.48,Low,Continue Monitoring,Normal
2026-08-09 09:26:20.989702,CONT_001,Vaccines,Hyderabad,Chennai,7.7,86.6,0.061,487.47,Medium,Check Cooling System,Warning
2026-08-09 09:26:21.999276,CONT_002,Seafood,Vizag,Mumbai,-1.77,85.55,0.026,660.67,Low,Continue Monitoring,Normal
2026-08-09 09:26:23.007750,CONT_001,Vaccines,Hyderabad,Chennai,7.41,62.46,0.042,1418.34,Medium,Check Cooling System,Warning
2026-08-09 09:26:24.009420,CONT_004,Fruits,Nagpur,Delhi,9.92,79.62,0.045,801.58,High,Immediate Inspection,Critical
2026-08-09 09:26:25.024249,CONT_002,Seafood,Vizag,Mumbai,-0.11,80.27,0.088,943.48,High,Immediate Inspection,Critical
2026-08-09 09:26:26.031768,CONT_004,Fruits,Nagpur,Delhi,10.51,68.98,0.024,1433.76,High,Immediate Inspection,Critical
2026-08-09 09:26:27.038285,CONT_001,Vaccines,Hyderabad,Chennai,2.34,60.68,0.095,987.48,High,Immediate Inspection,Critical
2026-08-09 09:26:28.047718,CONT_004,Fruits,Nagpur,Delhi,8.64,64.16,0.048,90.56,High,Immediate Inspection,Critical
2026-08-09 09:26:29.056139,CONT_001,Vaccines,Hyderabad,Chennai,2.41,82.92,0.057,126.59,Medium,Check Cooling System,Warning
2026-08-09 09:26:30.063538,CONT_002,Seafood,Vizag,Mumbai,-1.06,68.51,0.06,887.97,Medium,Check Cooling System,Warning
2026-08-09 09:26:31.070526,CONT_001,Vaccines,Hyderabad,Chennai,6.22,82.32,0.087,1408.16,High,Immediate Inspection,Critical
2026-08-09 09:26:32.076758,CONT_002,Seafood,Vizag,Mumbai,0.74,73.49,0.014,1135.41,Low,Continue Monitoring,Normal
2026-08-09 09:26:33.083720,CONT_004,Fruits,Nagpur,Delhi,7.82,73.97,0.011,1438.89,Medium,Check Cooling System,Warning
2026-08-09 09:26:34.090075,CONT_002,Seafood,Vizag,Mumbai,-0.26,78.43,0.06,936.72,Medium,Check Cooling System,Warning
2026-08-09 09:26:35.100539,CONT_002,Seafood,Vizag,Mumbai,-1.01,81.54,0.039,1428.97,Low,Continue Monitoring,Normal
2026-08-09 09:26:36.108427,CONT_004,Fruits,Nagpur,Delhi,10.28,64.67,0.015,229.57,High,Immediate Inspection,Critical
2026-08-09 09:26:37.116227,CONT_002,Seafood,Vizag,Mumbai,-0.08,77.01,0.039,529.1,Low,Continue Monitoring,Normal
2026-08-09 09:26:38.122868,CONT_003,Dairy,Bengaluru,Pune,1.54,65.14,0.047,937.59,Low,Continue Monitoring,Normal
2026-08-09 09:26:39.128630,CONT_002,Seafood,Vizag,Mumbai,2.09,80.66,0.061,1103.21,Medium,Check Cooling System,Warning
2026-08-09 09:26:40.136013,CONT_003,Dairy,Bengaluru,Pune,1.03,81.69,0.013,1021.95,Low,Continue Monitoring,Normal
2026-08-09 09:26:41.143202,CONT_002,Seafood,Vizag,Mumbai,-0.67,69.85,0.027,824.35,Low,Continue Monitoring,Normal
2026-08-09 09:26:42.150120,CONT_004,Fruits,Nagpur,Delhi,6.06,60.02,0.061,409.95,Medium,Check Cooling System,Warning
2026-08-09 09:26:43.156223,CONT_002,Seafood,Vizag,Mumbai,3.23,70.87,0.02,627.05,Low,Continue Monitoring,Normal
2026-08-09 09:26:44.165737,CONT_002,Seafood,Vizag,Mumbai,3.45,84.08,0.077,1032.64,Medium,Check Cooling System,Warning
2026-08-09 09:26:45.172991,CONT_004,Fruits,Nagpur,Delhi,11.28,76.68,0.039,854.74,High,Immediate Inspection,Critical
2026-08-09 09:26:46.181935,CONT_002,Seafood,Vizag,Mumbai,0.8,88.62,0.044,369.21,Low,Continue Monitoring,Normal
2026-08-09 09:26:47.188199,CONT_002,Seafood,Vizag,Mumbai,-0.31,64.13,0.081,345.39,High,Immediate Inspection,Critical
2026-08-09 09:26:48.197792,CONT_002,Seafood,Vizag,Mumbai,-0.66,85.42,0.069,1196.8,Medium,Check Cooling System,Warning
2026-08-09 09:26:49.205026,CONT_003,Dairy,Bengaluru,Pune,3.31,76.86,0.021,292.27,Low,Continue Monitoring,Normal
2026-08-09 09:26:50.213063,CONT_004,Fruits,Nagpur,Delhi,7.44,79.0,0.083,661.77,High,Immediate Inspection,Critical
2026-08-09 09:26:51.232871,CONT_002,Seafood,Vizag,Mumbai,0.31,67.41,0.017,746.73,Low,Continue Monitoring,Normal
2026-08-09 09:26:52.243724,CONT_003,Dairy,Bengaluru,Pune,3.02,67.28,0.081,428.18,High,Immediate Inspection,Critical
2026-08-09 09:26:53.248664,CONT_001,Vaccines,Hyderabad,Chennai,3.44,61.77,0.087,400.95,High,Immediate Inspection,Critical
2026-08-09 09:26:54.258237,CONT_001,Vaccines,Hyderabad,Chennai,3.88,65.78,0.034,173.18,Low,Continue Monitoring,Normal
2026-08-09 09:26:55.266371,CONT_004,Fruits,Nagpur,Delhi,5.47,60.82,0.085,660.78,High,Immediate Inspection,Critical
2026-08-09 09:26:56.274622,CONT_001,Vaccines,Hyderabad,Chennai,6.6,78.32,0.025,428.39,Medium,Check Cooling System,Warning
2026-08-09 09:26:57.284401,CONT_003,Dairy,Bengaluru,Pune,2.15,88.7,0.065,1395.05,Medium,Check Cooling System,Warning
2026-08-09 09:26:58.363218,CONT_002,Seafood,Vizag,Mumbai,2.91,86.82,0.017,1467.63,Low,Continue Monitoring,Normal
2026-08-09 09:26:59.376229,CONT_003,Dairy,Bengaluru,Pune,1.69,74.82,0.011,1248.88,Low,Continue Monitoring,Normal
2026-08-09 09:27:00.390683,CONT_001,Vaccines,Hyderabad,Chennai,4.29,84.98,0.04,972.62,Low,Continue Monitoring,Normal
2026-08-09 09:27:01.397691,CONT_003,Dairy,Bengaluru,Pune,2.48,84.24,0.044,497.66,Low,Continue Monitoring,Normal
2026-08-09 09:27:02.404162,CONT_001,Vaccines,Hyderabad,Chennai,7.61,82.05,0.058,1443.17,Medium,Check Cooling System,Warning
2026-08-09 09:27:03.410618,CONT_004,Fruits,Nagpur,Delhi,4.13,78.96,0.042,755.29,Low,Continue Monitoring,Normal
2026-08-09 09:27:04.417773,CONT_002,Seafood,Vizag,Mumbai,-0.47,86.87,0.061,764.02,Medium,Check Cooling System,Warning
2026-08-09 09:27:05.427143,CONT_002,Seafood,Vizag,Mumbai,1.21,84.0,0.015,833.11,Low,Continue Monitoring,Normal
2026-08-09 09:27:06.434825,CONT_004,Fruits,Nagpur,Delhi,4.18,78.51,0.069,697.09,Medium,Check Cooling System,Warning
2026-08-09 09:27:07.442783,CONT_002,Seafood,Vizag,Mumbai,-0.47,88.06,0.069,341.82,Medium,Check Cooling System,Warning
2026-08-09 09:27:08.448622,CONT_004,Fruits,Nagpur,Delhi,11.17,61.64,0.064,1247.27,High,Immediate Inspection,Critical
2026-08-09 09:27:09.457691,CONT_003,Dairy,Bengaluru,Pune,3.4,82.79,0.088,858.68,High,Immediate Inspection,Critical
2026-08-09 09:27:10.460602,CONT_003,Dairy,Bengaluru,Pune,2.2,78.47,0.053,1140.94,Medium,Check Cooling System,Warning
2026-08-09 09:27:11.474347,CONT_003,Dairy,Bengaluru,Pune,2.87,68.42,0.071,544.83,Medium,Check Cooling System,Warning
2026-08-09 09:27:12.482786,CONT_004,Fruits,Nagpur,Delhi,5.83,88.97,0.012,1245.27,Medium,Check Cooling System,Warning
2026-08-09 09:27:13.493004,CONT_002,Seafood,Vizag,Mumbai,3.51,65.99,0.011,1221.64,Low,Continue Monitoring,Normal
2026-08-09 09:27:14.500934,CONT_001,Vaccines,Hyderabad,Chennai,6.08,82.2,0.058,766.9,Medium,Check Cooling System,Warning
2026-08-09 09:27:15.507139,CONT_001,Vaccines,Hyderabad,Chennai,4.42,87.31,0.022,1457.91,Low,Continue Monitoring,Normal
2026-08-09 09:27:16.514789,CONT_004,Fruits,Nagpur,Delhi,10.82,81.47,0.081,953.94,High,Immediate Inspection,Critical
2026-08-09 09:27:17.522007,CONT_003,Dairy,Bengaluru,Pune,3.38,87.16,0.029,553.1,Low,Continue Monitoring,Normal
2026-08-09 09:27:18.529537,CONT_003,Dairy,Bengaluru,Pune,3.4,64.87,0.089,279.75,High,Immediate Inspection,Critical
2026-08-09 09:27:19.539183,CONT_003,Dairy,Bengaluru,Pune,4.37,78.58,0.042,1292.27,Low,Continue Monitoring,Normal
2026-08-09 09:27:20.548420,CONT_001,Vaccines,Hyderabad,Chennai,7.33,78.86,0.074,389.53,Medium,Check Cooling System,Warning
2026-08-09 09:27:21.556181,CONT_002,Seafood,Vizag,Mumbai,3.95,63.89,0.013,156.71,Low,Continue Monitoring,Normal
2026-08-09 09:27:22.563206,CONT_001,Vaccines,Hyderabad,Chennai,6.39,88.34,0.052,768.86,Medium,Check Cooling System,Warning
2026-08-09 09:27:23.569884,CONT_003,Dairy,Bengaluru,Pune,4.43,75.22,0.079,490.77,Medium,Check Cooling System,Warning
2026-08-09 09:27:24.577147,CONT_004,Fruits,Nagpur,Delhi,11.17,79.68,0.089,737.08,High,Immediate Inspection,Critical
2026-08-09 09:27:25.583445,CONT_001,Vaccines,Hyderabad,Chennai,3.17,69.21,0.036,289.7,Low,Continue Monitoring,Normal
2026-08-09 09:27:26.589273,CONT_003,Dairy,Bengaluru,Pune,3.5,89.27,0.044,972.28,Low,Continue Monitoring,Normal
2026-08-09 09:27:27.592844,CONT_002,Seafood,Vizag,Mumbai,1.01,82.76,0.099,1417.82,High,Immediate Inspection,Critical
2026-08-09 09:27:28.602646,CONT_003,Dairy,Bengaluru,Pune,4.17,75.34,0.018,45.58,Low,Continue Monitoring,Normal
2026-08-09 09:27:29.610081,CONT_001,Vaccines,Hyderabad,Chennai,2.99,78.98,0.039,787.05,Low,Continue Monitoring,Normal
2026-08-09 09:27:30.618084,CONT_003,Dairy,Bengaluru,Pune,4.89,73.07,0.023,1222.21,Low,Continue Monitoring,Normal
2026-08-09 09:27:31.624940,CONT_001,Vaccines,Hyderabad,Chennai,6.37,75.67,0.035,1271.91,Medium,Check Cooling System,Warning
2026-08-09 09:27:32.632255,CONT_001,Vaccines,Hyderabad,Chennai,6.22,85.63,0.03,782.45,Medium,Check Cooling System,Warning
2026-08-09 09:27:33.639900,CONT_001,Vaccines,Hyderabad,Chennai,5.54,88.45,0.065,992.4,Medium,Check Cooling System,Warning
2026-08-09 09:27:34.645769,CONT_001,Vaccines,Hyderabad,Chennai,3.36,82.72,0.015,1426.65,Low,Continue Monitoring,Normal
2026-08-09 09:27:35.653838,CONT_001,Vaccines,Hyderabad,Chennai,7.9,65.17,0.084,1080.93,High,Immediate Inspection,Critical
2026-08-09 09:27:36.660637,CONT_002,Seafood,Vizag,Mumbai,-1.64,74.08,0.037,1352.74,Low,Continue Monitoring,Normal
2026-08-09 09:27:37.666931,CONT_003,Dairy,Bengaluru,Pune,4.38,88.81,0.073,1306.22,Medium,Check Cooling System,Warning
2026-08-09 09:27:38.671601,CONT_002,Seafood,Vizag,Mumbai,1.86,77.5,0.08,126.28,Medium,Check Cooling System,Warning
2026-08-09 09:27:39.679978,CONT_001,Vaccines,Hyderabad,Chennai,6.28,60.75,0.045,1031.0,Medium,Check Cooling System,Warning
2026-08-09 09:27:40.688409,CONT_003,Dairy,Bengaluru,Pune,3.77,62.27,0.086,802.34,High,Immediate Inspection,Critical
2026-08-09 09:27:41.694753,CONT_003,Dairy,Bengaluru,Pune,3.18,74.21,0.033,30.44,Low,Continue Monitoring,Normal
2026-08-09 09:27:42.698438,CONT_004,Fruits,Nagpur,Delhi,4.27,65.69,0.053,698.67,Medium,Check Cooling System,Warning
2026-08-09 09:27:43.708758,CONT_003,Dairy,Bengaluru,Pune,4.44,71.1,0.056,545.12,Medium,Check Cooling System,Warning
2026-08-09 09:27:44.716131,CONT_004,Fruits,Nagpur,Delhi,9.17,81.63,0.036,129.8,High,Immediate Inspection,Critical
2026-08-09 09:27:45.721803,CONT_003,Dairy,Bengaluru,Pune,3.32,89.28,0.084,877.22,High,Immediate Inspection,Critical
2026-08-09 09:27:46.728988,CONT_001,Vaccines,Hyderabad,Chennai,6.16,67.72,0.071,1138.82,Medium,Check Cooling System,Warning
2026-08-09 09:27:47.740030,CONT_003,Dairy,Bengaluru,Pune,4.34,71.15,0.062,895.86,Medium,Check Cooling System,Warning
2026-08-09 09:27:48.746373,CONT_004,Fruits,Nagpur,Delhi,8.23,77.44,0.082,1478.85,High,Immediate Inspection,Critical
2026-08-09 09:27:49.753214,CONT_002,Seafood,Vizag,Mumbai,-0.47,88.68,0.093,1238.27,High,Immediate Inspection,Critical
2026-08-09 09:27:50.759623,CONT_002,Seafood,Vizag,Mumbai,2.63,60.02,0.086,1078.54,High,Immediate Inspection,Critical
2026-08-09 09:27:51.767011,CONT_004,Fruits,Nagpur,Delhi,8.89,85.81,0.016,205.47,High,Immediate Inspection,Critical
2026-08-09 09:27:52.773058,CONT_004,Fruits,Nagpur,Delhi,7.29,64.78,0.099,593.76,High,Immediate Inspection,Critical
2026-08-09 09:27:53.780309,CONT_002,Seafood,Vizag,Mumbai,0.29,66.1,0.065,30.54,Medium,Check Cooling System,Warning
2026-08-09 09:27:54.789704,CONT_001,Vaccines,Hyderabad,Chennai,3.87,69.44,0.065,760.79,Medium,Check Cooling System,Warning
2026-08-09 09:27:55.796046,CONT_003,Dairy,Bengaluru,Pune,4.46,71.01,0.061,704.01,Medium,Check Cooling System,Warning
2026-08-09 09:27:56.802656,CONT_001,Vaccines,Hyderabad,Chennai,5.93,79.61,0.025,296.11,Medium,Check Cooling System,Warning
2026-08-09 09:27:57.809218,CONT_001,Vaccines,Hyderabad,Chennai,7.02,67.31,0.06,1155.03,Medium,Check Cooling System,Warning
2026-08-09 09:27:58.815166,CONT_003,Dairy,Bengaluru,Pune,1.33,76.8,0.067,611.69,Medium,Check Cooling System,Warning
2026-08-09 09:27:59.821797,CONT_002,Seafood,Vizag,Mumbai,1.47,72.33,0.052,1280.83,Medium,Check Cooling System,Warning
2026-08-09 09:28:00.832378,CONT_002,Seafood,Vizag,Mumbai,-1.26,79.52,0.064,510.54,Medium,Check Cooling System,Warning
2026-08-09 09:28:01.840331,CONT_001,Vaccines,Hyderabad,Chennai,4.9,80.45,0.079,1242.84,Medium,Check Cooling System,Warning
2026-08-09 09:28:02.847624,CONT_004,Fruits,Nagpur,Delhi,6.01,60.18,0.038,592.83,Medium,Check Cooling System,Warning
2026-08-09 09:28:03.853579,CONT_004,Fruits,Nagpur,Delhi,11.54,86.61,0.01,1010.55,High,Immediate Inspection,Critical
2026-08-09 09:28:04.860287,CONT_002,Seafood,Vizag,Mumbai,0.29,84.47,0.058,659.67,Medium,Check Cooling System,Warning
2026-08-09 09:28:05.866990,CONT_001,Vaccines,Hyderabad,Chennai,4.16,70.27,0.016,489.68,Low,Continue Monitoring,Normal
2026-08-09 09:28:06.875183,CONT_002,Seafood,Vizag,Mumbai,-1.36,74.76,0.087,179.82,High,Immediate Inspection,Critical
2026-08-09 09:28:07.879811,CONT_004,Fruits,Nagpur,Delhi,6.19,73.49,0.026,1207.75,Medium,Check Cooling System,Warning
2026-08-09 09:28:08.891320,CONT_004,Fruits,Nagpur,Delhi,11.92,70.73,0.04,1117.28,High,Immediate Inspection,Critical
2026-08-09 09:28:09.899877,CONT_001,Vaccines,Hyderabad,Chennai,2.23,88.4,0.082,1090.09,High,Immediate Inspection,Critical
2026-08-09 09:28:10.907455,CONT_002,Seafood,Vizag,Mumbai,0.64,62.22,0.041,347.94,Low,Continue Monitoring,Normal
2026-08-09 09:28:11.915431,CONT_002,Seafood,Vizag,Mumbai,3.74,67.5,0.014,207.45,Low,Continue Monitoring,Normal
2026-08-09 09:28:12.922357,CONT_004,Fruits,Nagpur,Delhi,6.6,89.59,0.019,438.03,Medium,Check Cooling System,Warning
2026-08-09 09:28:13.937268,CONT_002,Seafood,Vizag,Mumbai,3.81,65.0,0.033,830.09,Low,Continue Monitoring,Normal
2026-08-09 09:28:14.950059,CONT_003,Dairy,Bengaluru,Pune,3.29,73.64,0.077,526.81,Medium,Check Cooling System,Warning
2026-08-09 09:28:15.958251,CONT_001,Vaccines,Hyderabad,Chennai,5.3,66.97,0.071,846.93,Medium,Check Cooling System,Warning
2026-08-09 09:28:16.966120,CONT_004,Fruits,Nagpur,Delhi,4.72,87.39,0.062,1021.89,Medium,Check Cooling System,Warning
2026-08-09 09:28:17.970684,CONT_001,Vaccines,Hyderabad,Chennai,4.8,67.57,0.018,1348.3,Low,Continue Monitoring,Normal
2026-08-09 09:28:18.982539,CONT_002,Seafood,Vizag,Mumbai,3.43,70.52,0.093,729.85,High,Immediate Inspection,Critical
2026-08-09 09:28:19.989082,CONT_004,Fruits,Nagpur,Delhi,6.51,74.28,0.07,319.65,Medium,Check Cooling System,Warning
2026-08-09 09:28:20.996693,CONT_001,Vaccines,Hyderabad,Chennai,7.04,74.86,0.029,1287.4,Medium,Check Cooling System,Warning
2026-08-09 09:28:22.003885,CONT_004,Fruits,Nagpur,Delhi,11.52,71.41,0.074,1142.52,High,Immediate Inspection,Critical
2026-08-09 09:28:23.011539,CONT_004,Fruits,Nagpur,Delhi,6.79,87.27,0.046,652.44,Medium,Check Cooling System,Warning
2026-08-09 09:28:24.020259,CONT_002,Seafood,Vizag,Mumbai,-0.68,83.09,0.06,1157.35,Medium,Check Cooling System,Warning
2026-08-09 09:28:25.029555,CONT_002,Seafood,Vizag,Mumbai,1.07,62.68,0.088,1400.45,High,Immediate Inspection,Critical
2026-08-09 09:28:26.036593,CONT_004,Fruits,Nagpur,Delhi,4.79,60.3,0.047,1178.84,Low,Continue Monitoring,Normal
2026-08-09 09:28:27.044456,CONT_003,Dairy,Bengaluru,Pune,1.66,68.5,0.037,811.16,Low,Continue Monitoring,Normal
2026-08-09 09:28:28.051137,CONT_001,Vaccines,Hyderabad,Chennai,4.16,78.38,0.039,563.02,Low,Continue Monitoring,Normal
2026-08-09 09:28:29.057743,CONT_003,Dairy,Bengaluru,Pune,2.62,64.38,0.051,519.53,Medium,Check Cooling System,Warning
2026-08-09 09:28:30.065160,CONT_001,Vaccines,Hyderabad,Chennai,4.73,85.87,0.056,838.45,Medium,Check Cooling System,Warning
2026-08-09 09:28:31.076647,CONT_001,Vaccines,Hyderabad,Chennai,6.27,85.64,0.036,1212.83,Medium,Check Cooling System,Warning
2026-08-09 09:28:32.085003,CONT_001,Vaccines,Hyderabad,Chennai,2.9,70.05,0.034,971.12,Low,Continue Monitoring,Normal
2026-08-09 09:28:33.092384,CONT_004,Fruits,Nagpur,Delhi,8.8,80.56,0.057,660.88,High,Immediate Inspection,Critical
2026-08-09 09:28:34.105777,CONT_002,Seafood,Vizag,Mumbai,-1.64,75.56,0.093,1132.54,High,Immediate Inspection,Critical
2026-08-09 09:28:35.116439,CONT_001,Vaccines,Hyderabad,Chennai,2.12,71.21,0.075,424.27,Medium,Check Cooling System,Warning
2026-08-09 09:28:36.126087,CONT_001,Vaccines,Hyderabad,Chennai,3.43,88.95,0.068,1369.09,Medium,Check Cooling System,Warning
2026-08-09 09:28:37.127648,CONT_003,Dairy,Bengaluru,Pune,4.39,78.92,0.03,882.12,Low,Continue Monitoring,Normal
2026-08-09 09:28:38.146317,CONT_002,Seafood,Vizag,Mumbai,-1.03,77.15,0.039,1175.96,Low,Continue Monitoring,Normal
2026-08-09 09:28:39.152622,CONT_001,Vaccines,Hyderabad,Chennai,7.89,87.71,0.013,136.17,Medium,Check Cooling System,Warning
2026-08-09 09:28:40.160320,CONT_003,Dairy,Bengaluru,Pune,3.69,81.68,0.073,640.75,Medium,Check Cooling System,Warning
2026-08-09 09:28:41.167123,CONT_004,Fruits,Nagpur,Delhi,9.7,68.64,0.084,514.29,High,Immediate Inspection,Critical
2026-08-09 09:28:42.175501,CONT_003,Dairy,Bengaluru,Pune,3.3,75.91,0.032,445.46,Low,Continue Monitoring,Normal
2026-08-09 09:28:43.184424,CONT_002,Seafood,Vizag,Mumbai,-1.34,85.01,0.063,849.5,Medium,Check Cooling System,Warning
2026-08-09 09:28:44.190996,CONT_002,Seafood,Vizag,Mumbai,2.34,60.7,0.059,1347.32,Medium,Check Cooling System,Warning
2026-08-09 09:28:45.193250,CONT_004,Fruits,Nagpur,Delhi,4.82,89.35,0.042,121.13,Low,Continue Monitoring,Normal
2026-08-09 09:28:46.209858,CONT_003,Dairy,Bengaluru,Pune,4.67,70.86,0.037,562.71,Low,Continue Monitoring,Normal
2026-08-09 09:28:47.216957,CONT_004,Fruits,Nagpur,Delhi,7.1,87.76,0.047,833.52,Medium,Check Cooling System,Warning
2026-08-09 09:28:48.223983,CONT_004,Fruits,Nagpur,Delhi,5.71,63.77,0.061,1173.83,Medium,Check Cooling System,Warning
2026-08-09 09:28:49.231362,CONT_001,Vaccines,Hyderabad,Chennai,2.16,74.22,0.017,546.58,Low,Continue Monitoring,Normal
2026-08-09 09:28:50.238504,CONT_004,Fruits,Nagpur,Delhi,9.92,78.04,0.031,939.09,High,Immediate Inspection,Critical
2026-08-09 09:28:51.246355,CONT_001,Vaccines,Hyderabad,Chennai,6.89,86.44,0.083,927.56,High,Immediate Inspection,Critical
2026-08-09 09:28:52.255003,CONT_001,Vaccines,Hyderabad,Chennai,4.14,81.84,0.071,1392.49,Medium,Check Cooling System,Warning
2026-08-09 09:28:53.257221,CONT_002,Seafood,Vizag,Mumbai,2.85,88.57,0.01,461.94,Low,Continue Monitoring,Normal
2026-08-09 09:28:54.271288,CONT_002,Seafood,Vizag,Mumbai,0.27,71.81,0.057,802.53,Medium,Check Cooling System,Warning
2026-08-09 09:28:55.278682,CONT_004,Fruits,Nagpur,Delhi,9.69,73.02,0.093,485.64,High,Immediate Inspection,Critical
2026-08-09 09:28:56.286461,CONT_003,Dairy,Bengaluru,Pune,4.19,83.14,0.082,1095.12,High,Immediate Inspection,Critical
2026-08-09 09:28:57.296179,CONT_003,Dairy,Bengaluru,Pune,1.63,80.03,0.051,1299.02,Medium,Check Cooling System,Warning
2026-08-09 09:28:58.303850,CONT_001,Vaccines,Hyderabad,Chennai,4.17,66.18,0.068,116.3,Medium,Check Cooling System,Warning
2026-08-09 09:28:59.308274,CONT_004,Fruits,Nagpur,Delhi,10.7,74.85,0.06,127.53,High,Immediate Inspection,Critical
2026-08-09 09:29:00.318940,CONT_003,Dairy,Bengaluru,Pune,1.68,63.91,0.029,293.32,Low,Continue Monitoring,Normal
2026-08-09 09:29:01.325776,CONT_003,Dairy,Bengaluru,Pune,3.89,74.69,0.018,259.81,Low,Continue Monitoring,Normal
2026-08-09 09:29:02.327412,CONT_004,Fruits,Nagpur,Delhi,4.02,88.12,0.048,183.49,Low,Continue Monitoring,Normal
2026-08-09 09:29:03.338809,CONT_002,Seafood,Vizag,Mumbai,3.12,74.52,0.039,1415.25,Low,Continue Monitoring,Normal
2026-08-09 09:29:04.346637,CONT_003,Dairy,Bengaluru,Pune,2.84,88.63,0.071,1311.99,Medium,Check Cooling System,Warning
2026-08-09 09:29:05.352661,CONT_003,Dairy,Bengaluru,Pune,3.2,61.68,0.061,1173.96,Medium,Check Cooling System,Warning
2026-08-09 09:29:06.359796,CONT_001,Vaccines,Hyderabad,Chennai,4.42,84.48,0.072,769.86,Medium,Check Cooling System,Warning
2026-08-09 09:29:07.369352,CONT_004,Fruits,Nagpur,Delhi,4.74,77.95,0.055,919.74,Medium,Check Cooling System,Warning
2026-08-09 09:29:08.377544,CONT_002,Seafood,Vizag,Mumbai,2.22,63.03,0.065,459.77,Medium,Check Cooling System,Warning
2026-08-09 09:29:09.384173,CONT_004,Fruits,Nagpur,Delhi,4.87,79.45,0.079,960.25,Medium,Check Cooling System,Warning
2026-08-09 09:29:10.391045,CONT_001,Vaccines,Hyderabad,Chennai,6.57,72.47,0.023,960.53,Medium,Check Cooling System,Warning
2026-08-09 09:29:11.397304,CONT_003,Dairy,Bengaluru,Pune,1.4,68.22,0.013,1335.72,Low,Continue Monitoring,Normal
2026-08-09 09:29:12.405442,CONT_001,Vaccines,Hyderabad,Chennai,4.48,64.48,0.052,516.56,Medium,Check Cooling System,Warning
